movie_id,movie_title,genre
66999,Dirty Harry (1971),Action|Crime|Thriller
67085,Fata Morgana (1971),Drama|Sci-Fi
67116,The French Connection (1971),Action|Crime|Thriller
67185,Harold and Maude (1971),Comedy|Drama
67277,Johnny Got His Gun (1971),Drama|War
67625,Proverka na dorogakh (1971),Drama|War
67756,Silent Running (1972),Adventure|Drama|Sci-Fi
67927,Vanishing Point (1971),Action|Drama
67959,Walkabout (1971),Adventure|Drama
67975,What's the Matter with Helen? (1971),Crime|Drama|Horror|Musical|Mystery|Romance|Thriller
67983,Whoever Slew Auntie Roo? (1972),Horror|Thriller
67989,Wild Rovers (1971),Western
68282,"Black Mama, White Mama (1973)",Drama|Thriller|Crime
68285,Bless This House (1972),Comedy
68339,Carry on Matron (1972),Comedy|Crime
68408,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
68646,The Godfather (1972),Crime|Drama
68767,Jing wu men (1972),Action|Drama|Romance|Thriller
69089,Pink Flamingos (1972),Comedy|Crime|Horror
69289,Snoopy Come Home (1972),Animation|Adventure|Comedy|Drama|Family|Music
69786,Billy Two Hats (1974),Romance|Western
69847,Carry on Abroad (1972),Comedy
69995,Don't Look Now (1973),Drama|Horror|Thriller
70034,Enter the Dragon (1973),Action|Crime|Drama|Thriller
70047,The Exorcist (1973),Horror|Thriller
70155,The Harder They Come (1972),Crime|Drama|Music
70290,The Last Detail (1973),Comedy|Drama
70328,Live and Let Die (1973),Action|Crime|Thriller
70510,Paper Moon (1973),Comedy|Crime|Drama
70511,Papillon (1973),Biography|Crime|Drama
70666,Serpico (1973),Biography|Crime|Drama
70723,Soylent Green (1973),Drama|Horror|Mystery|Sci-Fi|Thriller
70791,Theatre of Blood (1973),Comedy|Mystery|Horror
70800,Tian xia di yi quan (1972),Action|Drama|Romance
70849,Ultimo tango a Parigi (1972),Drama|Romance
71315,Chinatown (1974),Crime|Drama|Mystery
71360,The Conversation (1974),Drama|Mystery|Thriller
71411,Dersu Uzala (1975),Adventure|Biography|Drama
71412,The Marseille Contract (1974),Drama|Thriller
71562,The Godfather: Part II (1974),Crime|Drama
71571,Gone in 60 Seconds (1974),Action|Crime|Drama
71615,The Holy Mountain (1973),Drama
71807,The Man with the Golden Gun (1974),Action|Adventure|Crime|Thriller
71853,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
71877,Murder on the Orient Express (1974),Drama|Mystery
72251,The Taking of Pelham One Two Three (1974),Crime|Drama|Thriller
72684,Barry Lyndon (1975),Adventure|Drama|Romance|War
73076,Grey Gardens (1975),Documentary
73195,Jaws (1975),Adventure|Horror|Thriller
73349,Mandingo (1975),Action|Romance
73486,One Flew Over the Cuckoo's Nest (1975),Drama
73629,The Rocky Horror Picture Show (1975),Comedy|Musical
73631,Rollerball (1975),Action|Sci-Fi|Sport|Thriller
73747,The Stepford Wives (1975),Horror|Mystery|Sci-Fi|Thriller
74119,All the President's Men (1976),Drama|History|Mystery|Thriller
74256,Bugsy Malone (1976),Comedy|Crime|Family|Musical
74281,Car Wash (1976),Comedy|Drama|Romance
74285,Carrie (1976),Horror|Thriller
74483,The Enforcer (1976),Action|Thriller
74812,Logan's Run (1976),Action|Sci-Fi
74958,Network (1976),Drama
75148,Rocky (1976),Drama|Sport
75177,Sebastiane (1976),Drama|History|Thriller
75223,Silver Streak (1976),Action|Comedy|Crime|Romance|Thriller
75314,Taxi Driver (1976),Crime|Drama
75404,Voskhozhdeniye (1977),Drama|War
75686,Annie Hall (1977),Comedy|Drama|Romance
75718,The Bad News Bears in Breaking Training (1977),Comedy|Sport
75784,A Bridge Too Far (1977),Drama|History|War
75824,Cet obscur objet du désir (1977),Comedy|Drama|Romance
75860,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
76257,The Kentucky Fried Movie (1977),Comedy
76538,Pete's Dragon (1977),Adventure|Family|Fantasy|Musical
76578,Pumping Iron (1977),Documentary|Sport
76734,Soldaat van Oranje (1977),Drama|War
76740,Sorcerer (1977),Action|Adventure|Thriller
76752,The Spy Who Loved Me (1977),Action|Adventure|Crime|Thriller
76759,Star Wars (1977),Action|Adventure|Fantasy|Sci-Fi
76786,Suspiria (1977),Horror
76843,The Turning Point (1977),Drama|Romance
77288,La cage aux folles (1978),Comedy
77402,Dawn of the Dead (1978),Horror|Sci-Fi
77416,The Deer Hunter (1978),Drama|War
77450,Dominique (1979),Horror|Mystery|Thriller
77631,Grease (1978),Musical|Romance
77742,Interiors (1978),Drama
77928,Midnight Express (1978),Crime|Drama|History
78748,Alien (1979),Horror|Sci-Fi
78754,All That Jazz (1979),Drama|Fantasy|Music|Musical
78788,Apocalypse Now (1979),Drama|War
78841,Being There (1979),Drama|Comedy
78935,Cannibal Holocaust (1980),Adventure|Drama|Horror
79073,Dracula (1979),Horror|Romance
79095,Die Ehe der Maria Braun (1979),Drama|War
79116,Escape from Alcatraz (1979),Crime|Drama|History|Thriller
79227,Good Guys Wear Black (1978),Action
79417,Kramer vs. Kramer (1979),Drama
79522,Manhattan (1979),Comedy|Drama|Romance
79574,Moonraker (1979),Action|Adventure|Crime|Sci-Fi|Thriller
79817,Rocky II (1979),Drama|Sport
79826,The Rose (1979),Drama|Music
79871,Scum (1979),Crime|Drama
80120,The Warriors (1979),Action|Thriller
80339,Airplane! (1980),Comedy|Romance
80455,The Blues Brothers (1980),Action|Adventure|Comedy|Music|Musical
80503,La casa sperduta nel parco (1980),Horror|Thriller
80569,Cruising (1980),Crime|Drama|Mystery|Thriller
80678,The Elephant Man (1980),Biography|Drama
80684,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
80736,The Final Countdown (1980),Action|Sci-Fi
80761,Friday the 13th (1980),Horror
81318,Paura nella città dei morti viventi (1980),Horror
81398,Raging Bull (1980),Biography|Drama|Sport
81505,The Shining (1980),Horror|Mystery
82094,The Boogens (1981),Horror
82158,Chariots of Fire (1981),Drama|History|Sport
82176,Christiane F. - Wir Kinder vom Bahnhof Zoo (1981),Biography|Drama
82256,Delitto al ristorante cinese (1981),Comedy|Thriller
82398,For Your Eyes Only (1981),Action|Adventure|Crime|Thriller
82418,Friday the 13th Part 2 (1981),Horror|Mystery|Thriller
82495,Halloween II (1981),Horror|Thriller
82508,Heartland (1979),Western|Drama
82748,Mil gritos tiene la noche (1982),Horror|Mystery
82782,My Bloody Valentine (1981),Horror|Thriller
82951,The Prowler (1981),Horror|Mystery|Thriller
82971,Raiders of the Lost Ark (1981),Action|Adventure
82979,Reds (1981),Biography|Drama|History|Romance
83624,Basket Case (1982),Comedy|Horror
83658,Blade Runner (1982),Drama|Sci-Fi|Thriller
83907,The Evil Dead (1981),Horror
83972,Friday the 13th Part III (1982),Horror|Thriller
83987,Gandhi (1982),Biography|Drama|History
84021,Grease 2 (1982),Comedy|Drama|Musical|Romance
84726,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
84787,The Thing (1982),Horror|Mystery|Sci-Fi|Thriller
84805,Tootsie (1982),Comedy|Drama|Romance
85271,Brainstorm (1983),Sci-Fi|Thriller
85794,The King of Comedy (1983),Comedy|Drama
85959,The Meaning of Life (1983),Comedy|Musical
86066,The Outsiders (1983),Crime|Drama
86154,Psycho II (1983),Horror|Mystery|Thriller
86190,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Fantasy|Sci-Fi
86250,Scarface (1983),Crime|Drama|Thriller
86383,Sudden Impact (1983),Action|Thriller
86393,Superman III (1983),Action|Adventure|Comedy|Fantasy|Sci-Fi
86425,Terms of Endearment (1983),Comedy|Drama
86465,Trading Places (1983),Comedy
86879,Amadeus (1984),Biography|Drama|Music
86960,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama|Thriller
86969,Birdy (1984),Drama|War
87078,Conan the Destroyer (1984),Action|Fantasy|Adventure
87182,Dune (1984),Action|Adventure|Fantasy|Sci-Fi
87291,Frankenweenie (1984),Short|Comedy|Drama|Sci-Fi
87298,Friday the 13th: The Final Chapter (1984),Horror|Thriller
87332,Ghost Busters (1984),Comedy|Family|Fantasy
87363,Gremlins (1984),Comedy|Horror
87385,Hardbodies (1984),Comedy
87469,Indiana Jones and the Temple of Doom (1984),Action|Adventure
87538,The Karate Kid (1984),Action|Drama|Family|Sport
87553,The Killing Fields (1984),Drama|History|War
87727,Missing in Action (1984),Action|Adventure|Drama|Thriller|War
87800,A Nightmare on Elm Street (1984),Horror
87803,Nineteen Eighty-Four (1984),Drama|Romance|Sci-Fi|Thriller
87843,Once Upon a Time in America (1984),Crime|Drama
87928,Police Academy (1984),Comedy|Crime
87968,Racing with the Moon (1984),Comedy|Drama|Romance
87985,Red Dawn (1984),Action|Adventure|Drama|Thriller
88170,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi|Thriller
88286,Top Secret! (1984),Comedy
88763,Back to the Future (1985),Adventure|Comedy|Sci-Fi
88814,The Black Cauldron (1985),Animation|Adventure|Family|Fantasy
88846,Brazil (1985),Drama|Fantasy|Sci-Fi
88847,The Breakfast Club (1985),Comedy|Drama
88930,Clue (1985),Comedy|Crime|Mystery|Thriller
88944,Commando (1985),Action|Adventure|Thriller
89013,Dèmoni (1985),Horror
89155,Fletch (1985),Comedy|Crime|Mystery
89218,The Goonies (1985),Adventure|Comedy|Family
89461,The Last Dragon (1985),Action|Comedy|Drama|Music
89470,The Legend of Billie Jean (1985),Action
89530,Mad Max Beyond Thunderdome (1985),Action|Adventure|Thriller
89670,European Vacation (1985),Adventure|Comedy|Family|Romance
89686,A Nightmare on Elm Street Part 2: Freddy's Revenge (1985),Horror
89822,Police Academy 2: Their First Assignment (1985),Action|Comedy|Crime
89904,Restless Natives (1985),Comedy|Crime
89908,Return to Oz (1985),Adventure|Family|Fantasy|Mystery
90142,Teen Wolf (1985),Comedy|Fantasy|Romance
90180,To Live and Die in L.A. (1985),Action|Crime|Drama|Thriller
90264,A View to a Kill (1985),Action|Adventure|Crime|Thriller
90305,Weird Science (1985),Comedy|Fantasy|Romance
90319,White Nights (1985),Drama
90570,84 Charing Cross Road (1987),Biography|Drama|Romance
90605,Aliens (1986),Action|Adventure|Sci-Fi|Thriller
90655,April Fool's Day (1986),Comedy|Horror|Mystery
90670,At Close Range (1986),Crime|Drama|Romance
90728,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy|Horror
90859,Cobra (1986),Action|Thriller
90966,Down and Out in Beverly Hills (1986),Comedy
90967,Down by Law (1986),Comedy|Crime|Drama
91042,Ferris Bueller's Day Off (1986),Comedy|Drama
91167,Hannah and Her Sisters (1986),Comedy|Drama
91187,Heartbreak Ridge (1986),Action|Comedy|Drama|War
91369,Labyrinth (1986),Adventure|Family|Fantasy|Musical
91431,Long xiong hu di (1986),Action|Adventure|Comedy
91474,Manhunter (1986),Crime|Mystery|Thriller
91670,Offret (1986),Drama
91763,Platoon (1986),Action|Drama|War
91777,Police Academy 3: Back in Training (1986),Comedy|Crime
91778,Poltergeist II: The Other Side (1986),Horror|Thriller
91790,Pretty in Pink (1986),Comedy|Drama|Romance
91799,Psycho III (1986),Horror|Mystery|Thriller
92005,Stand by Me (1986),Adventure|Drama
92067,Tenkû no shiro Rapyuta (1986),Animation|Action|Adventure|Family|Fantasy|Romance
92074,TerrorVision (1986),Comedy|Horror|Sci-Fi
92099,Top Gun (1986),Action|Drama|Romance
92106,The Transformers: The Movie (1986),Animation|Action|Adventure|Family|Sci-Fi
92890,Dirty Dancing (1987),Drama|Romance
92965,Empire of the Sun (1987),Drama|History|War
93044,The Fourth Protocol (1987),Action|Thriller
93058,Full Metal Jacket (1987),Drama|War
93075,The Gate (1987),Fantasy|Horror
93105,"Good Morning, Vietnam (1987)",Comedy|Drama|War
93171,Hell Comes to Frogtown (1988),Action|Comedy|Sci-Fi
93177,Hellraiser (1987),Horror
93191,Der Himmel über Berlin (1987),Fantasy|Drama|Romance
93260,Innerspace (1987),Adventure|Comedy|Sci-Fi
93389,The Last Emperor (1987),Biography|Drama|History
93409,Lethal Weapon (1987),Action|Thriller
93437,The Lost Boys (1987),Comedy|Horror
93507,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi|Thriller
93565,Moonstruck (1987),Comedy|Drama
93629,A Nightmare on Elm Street 3: Dream Warriors (1987),Horror|Thriller
93748,"Planes, Trains & Automobiles (1987)",Comedy|Drama
93756,Police Academy 4: Citizens on Patrol (1987),Action|Comedy|Crime
93773,Predator (1987),Action|Adventure|Sci-Fi
93779,The Princess Bride (1987),Adventure|Comedy|Family|Fantasy|Romance
93870,RoboCop (1987),Action|Crime|Sci-Fi
93894,The Running Man (1987),Action|Sci-Fi|Thriller
94012,Spaceballs (1987),Adventure|Comedy|Sci-Fi
94025,Stakeout (1987),Action|Comedy|Crime|Romance|Thriller
94070,Summer Camp Nightmare (1987),Drama|Thriller
94074,Superman IV: The Quest for Peace (1987),Action|Adventure|Family|Fantasy|Sci-Fi
94142,Throw Momma from the Train (1987),Comedy
94226,The Untouchables (1987),Crime|Drama|History|Thriller
94291,Wall Street (1987),Crime|Drama
94336,Withnail & I (1987),Comedy|Drama
94608,The Accused (1988),Crime|Drama
94678,Arthur 2: On the Rocks (1988),Comedy|Romance
94737,Big (1988),Comedy|Drama|Fantasy|Romance
94761,The Blob (1988),Horror|Sci-Fi
94842,Casa mia casa mia... (1988),
94889,Cocktail (1988),Drama|Romance
94921,Crossing Delancey (1988),Comedy|Romance
95016,Die Hard (1988),Action|Thriller
95050,Dominick and Eugene (1988),Drama
95159,A Fish Called Wanda (1988),Comedy|Crime
95174,Frantic (1988),Crime|Drama|Mystery|Thriller
95250,Le grand bleu (1988),Drama
95327,Hotaru no haka (1988),Animation|Drama|War
95631,Midnight Run (1988),Action|Adventure|Comedy|Crime|Thriller
95647,Mississippi Burning (1988),Drama|Mystery|Thriller
95675,Mujeres al borde de un ataque de nervios (1988),Comedy|Drama
95690,Mystic Pizza (1988),Comedy|Drama|Romance
95719,The Nest (1988),Horror|Sci-Fi
95730,The Night Before (1988),Comedy
95742,A Nightmare on Elm Street 4: The Dream Master (1988),Horror|Thriller
95765,Cinema Paradiso (1988),Drama
95882,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime
95904,Prison (1988),Crime|Drama|Horror|Thriller
95953,Rain Man (1988),Drama
95956,Rambo III (1988),Action|Adventure|Thriller
96054,School Daze (1988),Comedy|Drama|Musical
96256,They Live (1988),Action|Horror|Sci-Fi|Thriller
96289,Torch Song Trilogy (1988),Comedy|Drama|Romance
96438,Who Framed Roger Rabbit (1988),Animation|Comedy|Crime|Fantasy
96446,Willow (1988),Action|Adventure|Drama|Fantasy|Romance
96487,Young Guns (1988),Action|Crime|Drama|Thriller|Western
96734,The 'Burbs (1989),Comedy|Horror|Thriller
96754,The Abyss (1989),Adventure|Drama|Sci-Fi|Thriller
96969,Born on the Fourth of July (1989),Biography|Drama|War
97108,"The Cook, the Thief, His Wife & Her Lover (1989)",Drama
97165,Dead Poets Society (1989),Drama
97239,Driving Miss Daisy (1989),Comedy|Drama
97428,Ghostbusters II (1989),Action|Adventure|Comedy|Fantasy|Sci-Fi
97441,Glory (1989),Drama|History|War
97576,Indiana Jones and the Last Crusade (1989),Action|Adventure|Comedy
97733,Lethal Weapon 2 (1989),Action|Thriller
97757,The Little Mermaid (1989),Animation|Family|Fantasy|Musical|Romance
97814,Majo no takkyûbin (1989),Animation|Adventure|Family|Fantasy
97880,The Mighty Quinn (1989),Action|Crime|Drama|Mystery|Thriller
97958,Christmas Vacation (1989),Comedy
97965,New York Stories (1989),Comedy|Drama|Romance
98105,Police Academy 6: City Under Siege (1989),Comedy|Crime
98180,Red Scorpion (1988),Action|Adventure
98258,Say Anything... (1989),Comedy|Drama|Romance
98282,"See No Evil, Hear No Evil (1989)",Action|Comedy|Crime|Thriller
98354,Society (1989),Comedy|Horror
98384,Steel Magnolias (1989),Drama|Romance
98536,Turner & Hooch (1989),Comedy|Crime|Drama|Thriller
98554,Uncle Buck (1989),Comedy|Drama|Family
98635,When Harry Met Sally... (1989),Comedy|Drama|Romance
98724,"Sex, Lies, and Videotape (1989)",Drama
99088,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
99277,Class of 1999 (1990),Action|Horror|Sci-Fi
99292,The Comfort of Strangers (1990),Drama|Thriller
99348,Dances with Wolves (1990),Adventure|Drama|Western
99371,Days of Thunder (1990),Action|Drama|Romance|Sport
99423,Die Hard 2 (1990),Action|Crime|Thriller
99487,Edward Scissorhands (1990),Drama|Fantasy|Romance
99523,Evil Spirits (1990),Horror
99575,Fire Birds (1990),Action|Adventure
99653,Ghost (1990),Drama|Fantasy|Mystery|Romance|Thriller
99674,The Godfather: Part III (1990),Crime|Drama|Mystery|Thriller
99685,Goodfellas (1990),Biography|Crime|Drama|Thriller
99785,Home Alone (1990),Adventure|Comedy|Family
99810,The Hunt for Red October (1990),Action|Adventure|Thriller
99819,I Love You to Death (1990),Comedy|Crime
100150,Miller's Crossing (1990),Crime|Drama|Thriller
100157,Misery (1990),Drama|Thriller
100211,Music Box (1989),Drama|Thriller
100318,Pacific Heights (1990),Mystery|Thriller
100405,Pretty Woman (1990),Comedy|Romance
